141,120134
138,084045
137,477123
138,084652
138,358494
122,495067
186,695242
194,178092
182,098408
168,099814
153,733136
150,834975
165,330424
180,545818
176,793228
169,501225
171,852211
173,043607
159,638579
152,295658
151,765096
156,948858
151,365521
151,735342
150,833320
148,544848
146,619872
147,799810
147,863855
149,028335
